2 front headrests,2 rear headrests,3 front headrests,3 rear headrests,4-wheel ABS,Emergency braking assist,Front and rear ventilated disc brakes,Front center 3-point belt,LED headlamp,Passenger airbag deactivation switch,Passenger airbag occupant sensing deactivation,Rear center 3-point belt,Rear door child safety locks,Rear fixed headrests,Rear folding headrests,Rear height adjustable headrests,Rear integrated headrests,Rear power adjustable headrests,Turn signal mirrors,Unnamed: 0,Ventilated front disc / rear drum brakes,Ventilated front disc / solid rear disc brakes,adaptive headlights,auto delay off headlamps,blind spot and lane departure warnings accident avoidance system,blind spot warning accident avoidance system,brake drying,child seat anchors,cornering lights,daytime running lights,driver only with head protection chamber side-mounted airbags,dual front and dual rear side-mounted airbags,dual front and dual rear with head protection chambers side-mounted airbags,dual front side-mounted airbags,dual front with head protection chambers side-mounted airbags,dusk sensing headlamps,emergency braking preparation,engine immobilizer,front and rear head airbags,front fog/driving lights,front head airbags,"front, rear and third row head airbags",high pressure washers headlamps,lane departure warning accident avoidance system,post-collision safety system,pre-collision safety system,remote anti-theft alarm system,self-leveling headlights,stability control,tire pressure monitoring,traction control,xenon high intensity discharge headlamp,Base engine size,Base engine type,Cam type,Cylinders_x,Horsepower,Torque,Turning circle,Valve timing,Valves,cylinder deactivation,direct injection,Basic Warranty,Combined MPG,Cylinders_y,Drive Train,Engine Type,Total Seating,Transmission,car_model,price
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T8 R-Design Twin Engine Plug-In Hybrid 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,no,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo XC60 Hybrid Features & Specs | Edmunds,59750
yes,yes,,no,yes,yes,,,yes,,yes,no,yes,,no,yes,,,yes,T8 Excellence Twin Engine Plug-In Hybrid 4dr SUV AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,yes,,yes,,,yes,yes,yes,,,,yes,,,yes,yes,,yes,,yes,yes,,yes,yes,yes,yes,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,all wheel drive,hybrid,4,8-speed automatic,2019 Volvo XC90 Hybrid Features & Specs | Edmunds,104900
yes,,,yes,yes,yes,yes,,yes,,yes,yes,yes,,yes,,,,yes,T5 Inscription 4dr SUV (2.0L 4cyl Turbo 8A),,,,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,250 hp @ 5500 rpm,258 ft-lbs. @ 1500 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,24,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC60 SUV Features & Specs | Edmunds,46550
yes,,,yes,yes,yes,,,yes,,,yes,yes,,yes,,,,,T5 Momentum 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,,yes,,,,yes,no,yes,,,,yes,,yes,,,yes,no,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,248 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,37.4 ft.,,16,,yes,4 yr./ 50000 mi.,26,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC40 SUV Features & Specs | Edmunds,35200
yes,,,yes,yes,yes,,,yes,,,yes,yes,,yes,,,,,T5 R-Design 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,,yes,,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,248 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,37.4 ft.,,16,,yes,4 yr./ 50000 mi.,26,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC40 SUV Features & Specs | Edmunds,37700
yes,,,yes,yes,yes,,,yes,,,yes,yes,,yes,,,,,T5 Inscription 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,,yes,,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,248 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,37.4 ft.,,16,,yes,4 yr./ 50000 mi.,26,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC40 SUV Features & Specs | Edmunds,39750
yes,,,yes,yes,yes,,,yes,,,yes,yes,,yes,,,,,T4 Momentum 4dr SUV (2.0L 4cyl Turbo 8A),,,,yes,,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,248 hp @ 5500 rpm,258 ft-lbs. @ 1800 rpm,37.4 ft.,,16,,yes,4 yr./ 50000 mi.,26,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC40 SUV Features & Specs | Edmunds,33200
yes,,,yes,yes,yes,,,yes,,,yes,yes,,yes,,,,,T4 Inscription 4dr SUV (2.0L 4cyl Turbo 8A),,,,yes,,,,yes,no,yes,,,,yes,,yes,,,yes,no,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,no,inline 4,187 hp @ 4700 rpm,221 ft-lbs. @ 1400 rpm,37.4 ft.,,no,,yes,4 yr./ 50000 mi.,27,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC40 SUV Features & Specs | Edmunds,37750
yes,,,yes,yes,yes,,,yes,,,yes,yes,,yes,,,,,T4 R-Design 4dr SUV (2.0L 4cyl Turbo 8A),,,,yes,,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,no,inline 4,187 hp @ 4700 rpm,221 ft-lbs. @ 1400 rpm,37.4 ft.,,no,,yes,4 yr./ 50000 mi.,27,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo XC40 SUV Features & Specs | Edmunds,35700
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,yes,,,,yes,T5 Inscription 4dr Wagon (2.0L 4cyl Turbo 8A),,yes,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,250 hp @ 5500 rpm,258 ft-lbs. @ 1500 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,27,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V90 Wagon Features & Specs | Edmunds,51950
yes,,,yes,yes,yes,yes,,,,yes,yes,yes,,yes,,,,yes,T6 R-Design 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),,,yes,yes,no,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,302 hp @ 5700 rpm,295 ft-lbs. @ 2100 rpm,39.0 ft.,Variable,16,,yes,4 yr./ 50000 mi.,26,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V60 Wagon Features & Specs | Edmunds,49100
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,yes,,,,yes,T6 Inscription 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),,yes,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V90 Wagon Features & Specs | Edmunds,57950
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,yes,,,,yes,T5 R-Design 4dr Wagon (2.0L 4cyl Turbo 8A),,yes,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V90 Wagon Features & Specs | Edmunds,49950
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,yes,,,,yes,T6 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),,yes,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V90 Cross Country Wagon Features & Specs | Edmunds,56100
yes,,,yes,yes,yes,,,,,yes,yes,yes,,yes,,,,yes,T5 4dr Wagon AWD (2.0L 4cyl Turbo 8A),,yes,no,yes,,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,no,no,yes,yes,yes,,yes,yes,yes,no,2.0 L,gas,Double overhead cam (DOHC),inline 4,240 hp @ 5600 rpm,258 ft-lbs. @ 1500 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V60 Cross Country Wagon Features & Specs | Edmunds,41850
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,yes,,,,yes,T6 Volvo Ocean Race 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),,yes,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V90 Cross Country Wagon Features & Specs | Edmunds,60500
yes,,,yes,yes,yes,no,,,,yes,yes,yes,,yes,,,,yes,T5 Dynamic 4dr Wagon (2.0L 4cyl Turbo 8A),,yes,yes,yes,no,,,yes,,yes,,,,yes,,yes,no,yes,yes,,,,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,240 hp @ 5600 rpm,258 ft-lbs. @ 1500 rpm,37.1 ft.,Variable,16,,yes,4 yr./ 50000 mi.,29,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V60 Wagon Features & Specs | Edmunds,38250
yes,,,yes,yes,yes,yes,,,,yes,yes,yes,,yes,,,,yes,Polestar 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),,,yes,yes,yes,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,362 hp @ 6000 rpm,347 ft-lbs. @ 3100 rpm,39.0 ft.,Variable,16,,yes,4 yr./ 50000 mi.,22,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V60 Polestar Features & Specs | Edmunds,61600
yes,,,yes,yes,yes,yes,,,,yes,yes,yes,,yes,,,,yes,T6 Polestar 4dr Wagon AWD (2.0L 4cyl Twincharger 8A),,,yes,yes,yes,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,362 hp @ 6000 rpm,347 ft-lbs. @ 3100 rpm,39.0 ft.,Variable,16,,yes,4 yr./ 50000 mi.,23,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2017 Volvo V60 T6 Polestar Features & Specs | Edmunds,61600
yes,,,yes,yes,yes,,,,,yes,yes,yes,,yes,,,,yes,T5 Platinum 4dr Wagon AWD (2.0L 4cyl Turbo 8A),,yes,yes,yes,,,,yes,,yes,,,,yes,,yes,yes,yes,yes,,,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,240 hp @ 5600 rpm,258 ft-lbs. @ 1500 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo V60 Cross Country Wagon Features & Specs | Edmunds,45700
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T5 Momentum 4dr Sedan (2.0L 4cyl Turbo 8A),,,no,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,no,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,250 hp @ 5500 rpm,258 ft-lbs. @ 1500 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,28,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo S60 Sedan Features & Specs | Edmunds,35800
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T6 Inscription 4dr Sedan AWD (2.0L 4cyl Twincharger 8A),,,no,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,no,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo S60 Sedan Features & Specs | Edmunds,47400
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T6 Momentum 4dr Sedan AWD (2.0L 4cyl Twincharger 8A),,,no,yes,no,,,yes,no,yes,,,,yes,,yes,,,yes,no,,,no,yes,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,250 hp @ 5500 rpm,258 ft-lbs. @ 1500 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,28,inline 4,front wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo S60 Sedan Features & Specs | Edmunds,40300
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T8 Inscription Twin Engine Plug-In Hybrid 4dr Sedan AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo S60 Hybrid Features & Specs | Edmunds,55400
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T8 Inscription Twin Engine Plug-In Hybrid 4dr Sedan AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo S60 Hybrid Features & Specs | Edmunds,55400
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,yes,,,,yes,T8 Momentum Twin Engine Plug-In Hybrid 4dr Sedan AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,yes,,yes,yes,,,yes,yes,yes,,,,yes,,,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2018 Volvo S90 Hybrid Features & Specs | Edmunds,63650
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,yes,,,,yes,T8 Momentum Twin Engine Plug-In Hybrid 4dr Sedan AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,yes,,yes,yes,,,yes,yes,yes,,,,yes,,,,yes,yes,yes,,,,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2018 Volvo S90 Hybrid Features & Specs | Edmunds,63650
yes,,,yes,yes,yes,yes,,,,yes,yes,yes,,yes,,,,yes,T6 Polestar 4dr Sedan AWD (2.0L 4cyl Twincharger 8A),,,yes,yes,yes,,,yes,,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,362 hp @ 6000 rpm,347 ft-lbs. @ 3100 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,23,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2017 Volvo S60 T6 Polestar Features & Specs | Edmunds,60000
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T6 R-Design 4dr Sedan AWD (2.0L 4cyl Twincharger 8A),,,no,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,no,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo S60 Sedan Features & Specs | Edmunds,46400
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T5 Inscription 4dr Sedan (2.0L 4cyl Turbo 8A),,,no,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,no,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,316 hp @ 5700 rpm,295 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2019 Volvo S60 Sedan Features & Specs | Edmunds,42900
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T8 R-Design Twin Engine Plug-In Hybrid 4dr Sedan AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo S60 Hybrid Features & Specs | Edmunds,54400
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T8 R-Design Twin Engine Plug-In Hybrid 4dr Sedan AWD (2.0L 4cyl Twincharger gas/electric hybrid 8A),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,yes,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo S60 Hybrid Features & Specs | Edmunds,54400
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T5 R-Design 4dr Sedan (2.0L 4cyl Turbo 8A),,,no,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,no,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,0,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo S60 Sedan Features & Specs | Edmunds,41900
yes,,,yes,yes,,,,yes,,,yes,yes,,yes,,,,,T5 R-Design 4dr Sedan (2.0L 4cyl Turbo 8A),,,no,yes,yes,,,yes,yes,yes,,,,yes,,yes,,,yes,yes,,,no,,yes,yes,yes,,yes,yes,yes,,2.0 L,hybrid,Double overhead cam (DOHC),inline 4,400 hp @ 6000 rpm,472 ft-lbs. @ 2200 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,no,inline 4,all wheel drive,hybrid,5,8-speed shiftable automatic,2019 Volvo S60 Sedan Features & Specs | Edmunds,41900
yes,,,yes,yes,yes,yes,,,,yes,yes,yes,,yes,,,,yes,Polestar 4dr Sedan AWD (2.0L 4cyl Twincharger 8A),,,yes,yes,yes,,,yes,,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,,yes,yes,yes,yes,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,362 hp @ 6000 rpm,347 ft-lbs. @ 3100 rpm,,Variable,16,,yes,4 yr./ 50000 mi.,22,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo S60 Polestar Features & Specs | Edmunds,60000
yes,,,yes,yes,yes,,,,,yes,yes,yes,,yes,,,,yes,T5 Platinum 4dr Sedan AWD (2.0L 4cyl Turbo 8A),,yes,yes,yes,,,,yes,,yes,,,,yes,,yes,yes,yes,yes,yes,,,yes,yes,yes,yes,yes,,yes,yes,yes,yes,2.0 L,gas,Double overhead cam (DOHC),inline 4,240 hp @ 5600 rpm,258 ft-lbs. @ 1500 rpm,37.4 ft.,Variable,16,,yes,4 yr./ 50000 mi.,25,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volvo S60 Cross Country Sedan Features & Specs | Edmunds,44350
yes,,,yes,yes,,yes,,,,yes,yes,yes,,,yes,,,yes,V6 Wolfsburg Edition 4dr SUV AWD (3.6L 6cyl 8A),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,yes,yes,yes,yes,yes,3.6 L,gas,Double overhead cam (DOHC),V6,280 hp @ 6200 rpm,266 ft-lbs. @ 2500 rpm,39.0 ft.,Variable,24,,yes,3 yr./ 36000 mi.,19,V6,all wheel drive,gas,5,8-speed shiftable automatic,2017 Volkswagen Touareg SUV Features & Specs | Edmunds,52795
yes,,,yes,yes,,yes,,,,yes,yes,yes,,,yes,,,yes,V6 Sport w/Technology 4dr SUV AWD (3.6L 6cyl 8A),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,yes,yes,yes,yes,yes,3.6 L,gas,Double overhead cam (DOHC),V6,280 hp @ 6200 rpm,266 ft-lbs. @ 2500 rpm,39.0 ft.,Variable,24,,yes,3 yr./ 36000 mi.,19,V6,all wheel drive,gas,5,8-speed shiftable automatic,2017 Volkswagen Touareg SUV Features & Specs | Edmunds,49495
yes,,,yes,yes,,yes,,,,yes,yes,yes,,,yes,,,yes,V6 Executive 4dr SUV AWD (3.6L 6cyl 8A),,,yes,yes,yes,,,yes,yes,yes,,,,yes,,yes,,yes,yes,yes,,,,,yes,yes,yes,yes,yes,yes,yes,yes,3.6 L,gas,Double overhead cam (DOHC),V6,280 hp @ 6200 rpm,266 ft-lbs. @ 2500 rpm,39.0 ft.,Variable,24,,yes,3 yr./ 36000 mi.,19,V6,all wheel drive,gas,5,8-speed shiftable automatic,2017 Volkswagen Touareg SUV Features & Specs | Edmunds,60195
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,SE 4dr SUV (2.0L 4cyl Turbo 8A),,yes,,,no,,,yes,no,yes,,,,,yes,,,no,,no,,yes,,,yes,no,no,,yes,,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,235 hp @ 4500 rpm,258 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,6 yr./ 72000 mi.,20,V6,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,33840
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,SE 4Motion 4dr SUV AWD (2.0L 4cyl Turbo 8A),,yes,,,,yes,yes,yes,,yes,,,,yes,,yes,,yes,yes,,,no,,,yes,yes,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,184 hp @ 4400 rpm,221 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,6 yr./ 72000 mi.,23,inline 4,all wheel drive,gas,5,8-speed shiftable automatic,2018 Volkswagen Tiguan SUV Features & Specs | Edmunds,28050
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,S 4dr SUV (2.0L 4cyl Turbo 8A),,yes,,,no,,,yes,no,yes,,,,,yes,,,no,,no,,yes,,,yes,no,no,,yes,,yes,,3.6 L,gas,Double overhead cam (DOHC),V6,276 hp @ 6200 rpm,266 ft-lbs. @ 2750 rpm,38.1 ft.,Variable,24,,yes,6 yr./ 72000 mi.,19,V6,all wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,30750
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,SEL 4Motion 4dr SUV AWD (2.0L 4cyl Turbo 8A),,yes,,,,no,yes,yes,,yes,,,,yes,,yes,,yes,no,,,yes,,,yes,no,,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,184 hp @ 4400 rpm,221 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Tiguan SUV Features & Specs | Edmunds,32390
yes,,,yes,yes,yes,,,yes,,yes,yes,yes,,,,,,yes,SEL 4dr SUV (2.0L 4cyl Turbo 8A),,yes,,,yes,,,yes,yes,yes,,,,,yes,,,yes,,yes,,yes,,,yes,yes,yes,,yes,,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,235 hp @ 4500 rpm,258 ft-lbs. @ 1600 rpm,38.1 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Atlas SUV Features & Specs | Edmunds,39410
yes,,,yes,yes,yes,,,,,yes,yes,yes,,,yes,,,yes,S 4Motion 4dr SUV AWD (2.0L 4cyl Turbo 8A),,yes,,,,yes,yes,yes,yes,yes,,,,yes,,yes,,yes,no,yes,,yes,,,yes,yes,yes,,yes,yes,yes,,2.0 L,gas,Double overhead cam (DOHC),inline 4,184 hp @ 4400 rpm,221 ft-lbs. @ 1600 rpm,37.7 ft.,Variable,16,,yes,6 yr./ 72000 mi.,24,inline 4,front wheel drive,gas,7,8-speed shiftable automatic,2018 Volkswagen Tiguan SUV Features & Specs | Edmunds,25895
